     T,      X,      Y
 17.41,  -0.24,  -0.49 
 17.44,  -0.49,   0.24 
 17.46,  -0.24,   0.00 
 17.48,   0.00,  -0.24 
 17.50,  -0.48,  -0.24 
 17.53,  -0.24,   0.00 
 17.55,   0.00,   0.24 
 17.57,  -0.49,   0.24 
 17.59,  -0.24,   0.24 
 17.61,   0.00,   0.00 
 17.64,  -0.24,   0.00 
 17.66,  -0.49,   0.00 
 17.68,  -0.24,  -0.24 
 17.70,  -0.49,   0.00 
 17.72,  -0.24,   0.00 
 17.75,   0.00,   0.00 
 17.77,  -0.24,   0.00 
 17.79,  -0.24,  -0.24 
 17.81,  -0.24,   0.00 
 17.83,  -0.49,  -0.24 
 17.85,  -0.24,  -0.24 
 17.87,  -0.24,   0.00 
 17.90,  -0.49,   0.24 
 17.92,  -0.49,   0.00 
 17.94,  -0.24,   0.00 
 17.96,  -0.24,  -0.24 
 17.98,  -0.24,   0.00 
 18.00,  -0.24,   0.00 
 18.02,  -0.24,   0.00 
 18.05,  -0.24,   0.00 
 18.07,  -0.24,   0.00 
 18.09,  -0.49,   0.00 
 18.11,  -0.49,   0.24 
 18.13,  -0.24,  -0.24 
 18.15,  -0.48,   0.00 
 18.17,  -0.49,   0.00 
 18.20,  -0.24,   0.00 
 18.22,  -0.24,   0.00 
 18.24,  -0.48,   0.00 
 18.26,  -0.24,   0.00 
 18.28,  -0.24,  -0.24 
 18.30,  -0.48,   0.24 
 18.32,  -0.24,   0.00 
 18.34,  -0.24,   0.00 
 18.36,  -0.49,   0.00 
 18.39,  -0.24,   0.00 
 18.41,  -0.24,   0.00 
 18.43,  -0.49,   0.00 
 18.45,  -0.24,   0.00 
 18.47,   0.00,   0.00 
 18.49,   0.00,  -0.24 
 18.51,  -0.49,   0.00 
 18.54,  -0.24,   0.00 
 18.56,  -0.24,   0.00 
 18.58,  -0.24,   0.00 
 18.60,  -0.24,   0.00 
 18.63,  -0.49,   0.00 
 18.65,  -0.49,   0.00 
 18.68,  -0.25,   0.00 
 18.70,  -0.25,   0.00 
 18.72,  -0.24,   0.00 
 18.75,  -0.24,   0.00 
 18.77,  -0.24,   0.00 
 18.79,  -0.24,  -0.24 
 18.82,  -0.24,   0.24 
 18.84,  -0.24,   0.24 
 18.86,  -0.49,   0.00 
 18.89,  -0.24,  -0.24 
 18.91,  -0.48,   0.00 
 18.93,  -0.24,  -0.24 
 18.95,  -0.24,   0.00 
 18.98,  -0.24,   0.24 
 19.00,   0.00,   0.00 
 19.02,  -0.49,  -0.24 
 19.05,  -0.24,  -0.24 
 19.07,  -0.24,   0.00 
 19.09,  -0.24,   0.00 
 19.12,  -0.24,   0.00 
 19.14,  -0.24,   0.00 
 19.16,  -0.48,   0.00 
 19.18,  -0.24,  -0.24 
 19.21,  -0.49,  -0.24 
 19.23,  -0.24,   0.00 
 19.25,  -0.49,  -0.24 
 19.28,  -0.24,   0.00 
 19.30,  -0.24,   0.00 
 19.33,  -0.24,   0.00 
 19.36,  -0.49,   0.00 
 19.38,   0.00,   0.00 
 19.40,  -0.24,   0.00 
 19.43,  -0.24,   0.00 
 19.45,  -0.24,   0.00 
 19.47,  -0.24,   0.00 
 19.50,  -0.24,   0.00 
 19.52,  -0.24,   0.00 
 19.55,   0.00,   0.00 
 19.57,  -0.24,   0.00 
 19.60,  -0.24,  -0.24 
 19.62,  -0.24,  -0.49 
 19.66,  -0.49,   0.00 
 19.69,  -0.24,   0.00 
 19.71,  -0.48,   0.00 
 19.73,  -0.24,   0.00 
 19.76,  -0.24,   0.00 
 19.78,  -0.24,  -0.24 
 19.80,  -0.49,   0.00 
 19.83,  -0.49,   0.00 
 19.85,  -0.24,   0.24 
 19.88,  -0.24,   0.00 
 19.91,  -0.48,   0.00 
 19.94,  -0.24,   0.00 
 19.96,  -0.73,  -0.24 
 19.98,  -0.24,  -0.24 
 20.01,  -0.48,   0.00 
 20.03,  -0.49,   0.00 
 20.06,  -0.48,  -0.24 
 20.08,   0.00,   0.00 
 20.11,  -0.24,  -0.24 
 20.13,  -0.24,  -0.24 
 20.15,  -0.49,   0.00 
 20.17,  -0.24,   0.00 
 20.21,  -0.24,   0.00 
 20.23,  -0.24,   0.00 
 20.25,  -0.24,  -0.24 
 20.27,  -0.49,   0.00 
 20.29,  -0.24,   0.00 
 20.32,   0.00,   0.00 
 20.34,  -0.24,   0.00 
 20.36,  -0.24,   0.00 
 20.38,  -0.24,   0.00 
 20.40,  -0.24,   0.00 
 20.43,  -0.24,   0.00 
 20.45,  -0.24,   0.24 
 20.47,  -0.24,   0.00 
 20.49,  -0.24,   0.00 
 20.51,  -0.24,   0.00 
 20.53,  -0.24,   0.00 
 20.55,  -0.24,   0.00 
 20.58,  -0.49,  -0.24 
 20.60,  -0.48,   0.24 
 20.62,  -0.49,   0.00 
 20.64,  -0.49,   0.00 
 20.66,  -0.49,   0.00 
 20.68,  -0.48,  -0.24 
 20.70,   0.00,   0.00 
 20.73,  -0.24,  -0.24 
 20.75,  -0.24,   0.00 
 20.77,  -0.24,   0.00 
 20.80,  -0.24,   0.00 
 20.82,  -0.24,  -0.24 
 20.84,  -0.24,   0.24 
 20.87,  -0.24,   0.00 
 20.89,  -0.48,   0.00 
 20.91,  -0.48,   0.00 
 20.94,  -0.24,   0.00 
 20.96,  -0.24,   0.00 
 20.98,  -0.24,   0.00 
 21.00,  -0.24,   0.00 
 21.03,  -0.48,  -0.24 
 21.05,  -0.73,   0.00 
 21.07,  -0.49,   0.00 
 21.10,  -0.24,   0.24 
 21.12,  -0.24,   0.00 
 21.14,  -0.49,   0.00 
 21.17,  -0.48,   0.00 
 21.19,  -0.24,  -0.24 
 21.21,   0.00,   0.00 
 21.23,  -0.24,   0.00 
 21.26,  -0.49,   0.00 
 21.28,  -0.49,   0.00 
 21.30,  -0.73,   0.00 
 21.33,  -0.49,  -0.24 
 21.35,  -0.24,   0.00 
 21.37,  -0.24,   0.00 
 21.40,  -0.24,   0.00 
 21.42,  -0.49,   0.00 
 21.45,  -0.24,   0.00 
 21.47,  -0.24,   0.00 
 21.49,  -0.24,   0.00 
 21.52,  -0.24,  -0.24 
 21.54,  -0.24,   0.00 
 21.56,  -0.24,  -0.24 
 21.58,  -0.24,   0.00 
 21.61,  -0.24,  -0.24 
 21.63,   0.00,   0.24 
 21.65,  -0.24,   0.24 
 21.68,  -0.73,   0.00 
 21.70,  -0.24,  -0.24 
 21.72,  -0.49,   0.00 
 21.75,  -0.49,   0.24 
 21.77,  -0.49,   0.24 
 21.79,  -0.24,   0.00 
 21.81,  -0.24,   0.00 
 21.84,   0.00,  -0.24 
 21.86,  -0.24,   0.24 
 21.88,  -0.49,   0.24 
 21.91,  -0.24,   0.00 
 21.93,  -0.24,   0.00 
 21.95,  -0.49,   0.00 
 21.98,  -0.24,   0.24 
 22.00,  -0.24,   0.00 
 22.02,  -0.24,   0.00 
 22.04,  -0.48,   0.00 
 22.07,  -0.73,   0.00 
 22.09,  -0.24,  -0.24 
 22.11,  -0.24,  -0.24 
 22.14,  -0.24,   0.00 
 22.16,  -0.24,   0.24 
 22.18,  -0.24,   0.00 
 22.20,  -0.49,   0.00 
 22.23,  -0.24,   0.00 
 22.25,   0.00,  -0.24 
 22.27,  -0.24,   0.00 
 22.30,  -0.24,  -0.24 
 22.32,  -0.49,  -0.24 
 22.34,  -0.73,   0.24 
 22.37,   0.00,  -0.96 
 22.39,  -0.25,   0.74 
 22.42,  -0.49,   0.24 
 22.44,  -1.20,  -0.24 
 22.46,  -0.24,  -0.24 
 22.49,   0.00,  -0.24 
 22.51,  -0.24,   0.24 
 22.53,  -0.24,   0.24 
 22.55,  -0.24,   0.00 
 22.57,  -0.24,  -0.48 
 22.59,  -0.73,   0.24 
 22.61,  -0.48,   0.24 
 22.64,  -0.24,   0.00 
 22.66,  -0.49,   0.00 
 22.68,  -0.24,   0.24 
 22.70,   0.00,   0.00 
 22.72,  -0.24,   0.00 
 22.74,  -0.48,   0.24 
 22.76,   0.00,   0.00 
 22.79,  -0.48,   0.00 
 22.81,  -0.24,  -0.24 
 22.83,  -0.24,   0.00 
 22.85,  -0.49,   0.00 
 22.87,  -0.73,   0.24 
 22.89,  -0.24,  -0.24 
 22.91,  -0.49,   0.00 
 22.93,  -0.24,   0.00 
 22.96,  -0.24,  -0.24 
 22.98,  -0.24,   0.24 
 23.00,  -0.49,   0.24 
 23.02,  -0.24,  -0.24 
 23.04,   0.00,   0.00 
 23.06,  -0.24,   0.24 
 23.08,  -0.24,   0.00 
 23.11,  -0.24,   0.00 
 23.13,  -0.48,   0.24 
 23.15,  -0.24,  -0.24 
 23.17,  -0.24,   0.00 
 23.19,  -0.24,   0.24 
 23.21,  -0.24,   0.00 
 23.23,  -0.24,   0.00 
 23.26,  -0.24,   0.00 
 23.28,  -0.24,  -0.24 
 23.30,   0.00,   0.00 
 23.32,  -0.49,   0.24 
 23.34,  -0.24,   0.00 
 23.36,  -0.24,  -0.24 
 23.38,  -0.24,  -0.24 
 23.41,  -0.24,   0.00 
 23.43,  -0.24,  -0.24 
 23.45,  -0.24,   0.00 
 23.47,  -0.49,   0.00 
 23.49,  -0.24,   0.24 
 23.51,  -0.49,   0.00 
 23.54,  -0.24,   0.00 
 23.56,  -0.24,  -0.24 
 23.58,  -0.24,   0.00 
 23.60,  -0.49,   0.00 
 23.62,  -0.49,   0.00 
 23.64,  -0.48,   0.24 
 23.66,  -0.24,  -0.24 
 23.69,  -0.24,   0.00 
 23.71,  -0.24,   0.00 
 23.73,  -0.24,   0.00 
 23.75,  -0.49,   0.00 
 23.77,  -0.49,   0.00 
 23.80,  -0.24,  -0.24 
 23.82,  -0.24,  -0.24 
 23.84,  -0.24,   0.00 
 23.86,  -0.24,   0.00 
 23.88,  -0.49,   0.00 
 23.90,  -0.24,   0.00 
 23.92,  -0.24,   0.00 
 23.95,  -0.48,   0.00 
 23.97,   0.00,   0.00 
 23.99,  -0.24,  -0.24 
 24.01,  -0.24,   0.00 
 24.03,  -0.24,   0.00 
 24.06,   0.00,   0.00 
 24.08,  -0.24,   0.24 
 24.10,   0.00,   0.00 
 24.12,  -0.48,  -0.24 
 24.14,  -0.24,   0.00 
 24.16,  -0.24,   0.00 
 24.18,  -0.24,  -0.24 
 24.21,  -0.24,   0.00 
 24.23,  -0.24,   0.00 
 24.25,  -0.24,   0.00 
 24.27,  -0.73,   0.00 
 24.29,  -0.24,  -0.24 
 24.31,  -0.24,   0.00 
 24.34,  -0.49,   0.00 
 24.36,  -0.49,   0.00 
 24.38,  -0.24,   0.00 
 24.40,  -0.24,   0.00 
 24.42,  -0.24,  -0.49 
 24.44,   0.00,  -0.24 
 24.46,  -0.24,   0.00 
 24.49,  -0.24,   0.00 
 24.51,  -0.49,   0.24 
 24.53,   0.00,  -0.24 
 24.55,  -0.24,  -0.48 
 24.57,  -0.24,   0.00 
 24.59,   0.00,   0.00 
 24.62,  -0.24,   0.00 
 24.64,  -0.48,   0.00 
 24.66,  -0.48,   0.00 
 24.68,  -0.49,  -0.24 
 24.70,  -0.24,   0.00 
 24.72,  -0.24,  -0.24 
 24.74,   0.00,   0.00 
 24.77,  -0.49,   0.00 
 24.79,  -0.24,   0.00 
 24.81,  -0.49,   0.24 
 24.83,  -0.24,   0.00 
 24.85,  -0.24,   0.00 
 24.88,  -0.24,   0.00 
 24.90,  -0.24,   0.00 
 24.92,  -0.49,   0.00 
 24.94,  -0.49,   0.00 
 24.96,  -0.24,   0.24 
 24.98,  -0.24,   0.00 
 25.00,  -0.24,   0.00 
 25.03,  -0.24,  -0.24 
 25.05,  -0.24,  -0.24 
 25.07,  -0.24,   0.00 
 25.09,  -0.49,   0.24 
 25.11,  -0.24,  -0.24 
 25.13,  -0.48,  -0.24 
 25.15,  -0.24,  -0.24 
 25.17,  -0.25,   0.00 
 25.20,  -0.24,  -0.24 
 25.22,  -0.49,   0.24 
 25.24,  -0.24,   0.00 
 25.26,  -0.24,   0.24 
 25.28,   0.00,   0.00 
 25.30,  -0.24,   0.00 
 25.33,  -0.24,   0.24 
 25.36,   0.00,   0.24 
 25.38,   0.00,   0.00 
 25.40,  -0.24,   0.00 
 25.43,  -0.24,  -0.24 
 25.45,  -0.24,  -0.24 
 25.47,  -0.49,   0.00 
 25.49,  -0.49,   0.00 
 25.51,  -0.49,   0.00 
 25.53,  -0.24,  -0.24 
 25.55,   0.00,   0.24 
 25.58,  -0.24,   0.00 
 25.60,  -0.24,   0.00 
 25.62,  -0.49,  -0.49 
 25.64,  -0.49,   0.00 
 25.66,  -0.49,  -0.49 
 25.68,  -0.48,   0.48 
 25.70,   0.00,   0.00 
 25.72,  -0.73,  -0.24 
 25.75,  -1.20,   5.28 
 25.77,   0.26,  -5.10 
 25.79,   0.73,   4.64 
 25.81,   2.37,   1.18 
 25.83,   2.65,  -3.18 
 25.85,  -3.34,  -3.58 
 25.87,  -2.62,  -9.93 
 25.90,  -1.44,  -1.44 
 25.92,  -2.14,  -0.71 
 25.94,   3.18,   4.89 
 25.96,  -0.23,   6.06 
 25.98,   0.47,   2.60 
 26.00,   2.34,  -0.70 
 26.02,  -0.25,  -6.75 
 26.04,  -3.26,  -7.58 
 26.07,  -3.58,  -2.15 
 26.09,  -1.44,   0.96 
 26.11,  -0.48,   0.95 
 26.13,   0.94,   1.65 
 26.15,   3.34,   1.91 
 26.17,   2.42,   0.24 
 26.19,  -2.39,   0.20 
 26.21,  -2.38,   0.00 
 26.24,   2.17,   0.24 
 26.26,   2.68,   0.98 
 26.28,   1.44,   1.68 
 26.30,   2.69,   0.73 
 26.32,   7.61,   0.00 
 26.34,   3.97,  -1.17 
 26.36,   2.61,  -2.61 
 26.39,   9.27,   2.40 
 26.41,  10.18,  -0.98 
 26.43,   8.34,   1.02 
 26.45,   8.16,   2.66 
 26.47,   8.82,   0.00 
 26.49,   5.86,   2.20 
 26.51,   6.18,   1.98 
 26.53,   5.78,   0.24 
 26.56,   7.64,   0.74 
 26.58,   1.47,  -0.24 
 26.60,   6.28,   0.25 
 26.62,  -3.59,  -2.54 
 26.64,   4.68,  -0.99 
 26.66,   6.66,  -4.01 
 26.68,  -1.94,   0.24 
 26.70,   0.49,   0.74 
 26.73,   0.00,   2.14 
 26.75,  -1.43,   1.19 
 26.77,  -1.16,   1.39 
 26.79,  -0.73,   1.95 
 26.81,  -0.73,   0.97 
 26.83,  -1.93,   0.96 
 26.85,  -1.22,   0.73 
 26.88,  -0.98,   0.49 
 26.90,  -0.48,   0.48 
 26.92,  -1.21,   0.73 
 26.94,  -0.97,   0.73 
 26.96,  -1.23,   1.73 
 26.98,  -1.48,   0.99 
 27.00,  -1.49,   0.50 
 27.02,  -2.26,  -0.25 
 27.05,  -4.89,   2.20 
 27.07,  -6.56,   0.66 
 27.09,  -6.88,   0.45 
 27.11, -10.56,   1.56 
 27.13,  -7.77,   1.18 
 27.15,  -9.34,  -1.78 
 27.17,  -7.22,   3.50 
 27.19,  -6.71,  -0.72 
 27.22,  -2.45,  -5.37 
 27.24,  -7.16,   0.00 
 27.26,  -5.59,   1.40 
 27.28,  -4.71,   0.00 
 27.30,  -4.71,   1.18 
 27.32, -12.36,  -2.88 
 27.34,  -2.72,   1.58 
 27.36,  -6.93,   2.84 
 27.39,  -9.50,   3.35 
 27.41,   1.89,   2.36 
 27.43,  -6.14,   0.00 
 27.45,   1.72,   2.70 
 27.47,  -1.21,   2.90 
 27.49,  -1.74,   0.74 
 27.51,   0.73,  -0.73 
 27.54,  -0.49,   0.49 
 27.56,  -0.24,   0.24 
 27.58,   0.00,   0.25 
 27.60,  -0.24,   0.00 
 27.62,   0.48,   0.24 
 27.64,  -0.49,   0.24 
 27.66,   0.24,  -0.24 
 27.69,   0.00,   0.24 
 27.71,   0.00,   0.24 
 27.73,  -0.24,   0.24 
 27.75,  -0.49,   0.24 
 27.77,   0.00,   0.24 
 27.79,   0.00,   0.24 
 27.81,  -0.24,   0.24 
 27.83,  -0.24,   0.00 
 27.86,   2.46,  -3.44 
 27.88,  12.08,   0.94 
 27.90,  11.16,   9.55 
 27.92,  13.62,   4.78 
 27.94,  19.16, -28.23 
 27.96, -20.27, -29.19 
 27.98, -13.94,   0.81 
 28.00, -45.00, -46.95 
 28.03, -29.14,   0.00 
 28.05, -54.17, -40.17 
 28.07, -18.87,   7.57 
 28.09, -24.24,  31.31 
 28.11, -10.78,  19.65 
 28.13, -11.53, -29.50 
 28.15,  -2.77,   0.21 
 28.17,   0.74,  14.09 
 28.20,  -0.80,  14.78 
 28.22,  -4.09,  11.06 
 28.24,  -3.52,   9.99 
 28.26,  -6.52,   9.73 
 28.28,  -1.72,   6.85 
 28.30,   1.70,   7.24 
 28.32,  -3.47,   2.73 
 28.35,   1.21,   3.15 
 28.37,   2.43,   3.39 
 28.39,   0.50,   3.48 
 28.41,   2.21,   1.48 
 28.43,   1.21,   2.42 
 28.45,   1.20,   3.13 
 28.47,   0.24,   4.24 
 28.49,   1.27,   0.51 
 28.52,   0.73,   1.46 
 28.54,   4.49,   1.00 
 28.56,   3.74,  -1.10 
 28.58,   7.50,   0.94 
 28.60,   8.06,   1.43 
 28.62,   6.47,  -1.68 
 28.64,   9.21,  -1.29 
 28.66,  11.31,   2.74 
 28.69,   7.52,  -5.48 
 28.71,   6.32,   0.91 
 28.73,   5.22,   1.74 
 28.75,   8.23,  -1.22 
 28.77,   9.26,  -0.25 
 28.79,   8.32,  -2.72 
 28.81,   9.38,  -3.07 
 28.83,   8.44,  -2.67 
 28.86,  11.82,  -1.07 
 28.88,   4.70, -11.74 
 28.90,   8.58,  -3.18 
 28.92,   3.66,  -4.96 
 28.94,   7.85,  -8.34 
 28.96,   1.51,  -3.03 
 28.99,   6.02,  -3.14 
 29.01,   3.22,  -4.92 
 29.03,   7.61,  -7.35 
 29.06,   0.75,  -2.99 
 29.08,   5.11,  -5.34 
 29.10,  -2.59,  -3.30 
 29.12,   3.13,  -5.04 
 29.14,   2.46,  -3.44 
 29.16,  -3.50,  -1.75 
 29.18,   2.25,   0.00 
 29.20,   2.77,  -4.28 
 29.23,   2.06,  -6.93 
 29.25,   1.03,  -2.05 
 29.27,   2.71,  -2.47 
 29.29,   0.76,   3.78 
 29.31,   0.92,   0.69 
 29.33,   1.43,   2.38 
 29.35,  -0.49,   5.64 
 29.38,  -0.99,   3.45 
 29.40,   1.05,   4.44 
 29.42,   1.24,   8.62 
 29.44,   0.71,   8.46 
 29.46,  -1.50,   8.93 
 29.48,   2.80,   5.83 
 29.50,  -5.40,  17.07 
 29.52,   2.01,   3.13 
 29.55,   4.12,   7.01 
 29.57,   0.49,   3.65 
 29.59,  -0.48,   3.37 
 29.61,   1.11,   5.29 
 29.63,  -0.89,   5.75 
 29.65,  -4.90,   2.10 
 29.67,  -5.66,  -2.60 
 29.69,  -2.30,  -2.05 
 29.72,   0.98,  -6.58 
 29.74,   4.36,  -9.62 
 29.76,  -0.21,  -9.90 
 29.78,   0.25, -10.92 
 29.80,   0.75,  -8.41 
 29.82,  -1.79,  -6.12 
 29.84,  -2.11, -10.70 
 29.86,  -2.08,  -8.28 
 29.89,   0.73,  -5.59 
 29.91,   3.21,  -3.66 
 29.93,   1.71,  -1.95 
 29.95,   1.53,  -3.32 
 29.97,   1.22,  -0.73 
 29.99,   0.00,  -3.44 
 30.01,   1.19,   0.48 
 30.04,   0.49,   2.45 
 30.06,   0.25,   2.47 
 30.08,   0.24,   4.96 
 30.10,   0.49,   3.39 
 30.12,   0.50,   3.98 
 30.14,   0.49,   4.36 
 30.16,   0.24,   6.05 
 30.18,   0.25,   5.44 
 30.21,  -0.24,   7.75 
 30.23,   2.63,   2.83 
 30.25,  13.63,  65.38 
 30.27,  -3.18,  -1.99 
 30.29,  -0.45,  -6.51 
 30.31,   3.41,  -0.24 
 30.33,  -5.24,  -3.81 
 30.36,   0.00,  -4.01 
 30.38,  -3.51,  -7.25 
 30.40,  -2.47,  -6.71 
 30.42,  -4.41,  -4.60 
 30.44,  -5.05,   1.01 
 30.46,   0.27,   1.08 
 30.49,   0.47,   7.04 
 30.51,   3.17,   6.55 
 30.53,   2.73,  14.09 
 30.55,   1.14,   6.59 
 30.57,   4.70,   5.69 
 30.59,   0.00,   0.25 
 30.61,   0.00,   0.96 
 30.64,  -0.98,   0.98 
 30.66,  -3.13,  -1.20 
 30.68,   0.00,  -1.20 
 30.70,  -1.16,  -2.55 
 30.72,  -2.95,  -1.72 
 30.74,  -2.42,  -6.96 
 30.76,   0.50,   3.48 
 30.78,   4.17,   3.93 
 30.81,   0.24,   2.92 
 30.83,   0.00,   3.22 
 30.85,  -0.49,   0.97 
 30.87,  -2.17,   3.14 
 30.89,  -0.75,   4.47 
 30.91,  -0.42,  -2.12 
 30.93,  -0.25,  -4.25 
 30.96,   3.65,  -5.83 
 30.98,  -7.19,  -7.95 
 31.00,   1.40,   0.70 
 31.02,   1.17,   2.58 
 31.04,   2.68,  -1.46 
 31.06,   1.64,  -1.17 
 31.08,  -0.27,  -1.61 
 31.10,  -1.41,   4.94 
 31.13,  -2.52,   8.87 
 31.15,  -4.74,  -2.61 
 31.17, -10.47,  -4.36 
 31.19,  -9.86,  -1.70 
 31.21, -15.98,  -1.19 
 31.23, -15.54,  -4.61 
 31.25, -12.16,  -3.21 
 31.28, -16.08,   1.00 
 31.30, -15.36,   1.03 
 31.32, -14.76,   1.53 
 31.34,  -7.93,   0.00 
 31.36, -11.80,   1.02 
 31.38,  -5.30,   0.73 
 31.40,  -8.75,   0.73 
 31.42,  -9.58,   0.50 
 31.45,  -5.15,   1.48 
 31.47,  -3.09,  -1.43 
 31.49,  -4.68,   0.49 
 31.51,  -6.10,   0.00 
 31.53,  -4.83,  -1.27 
 31.55,  -6.34,  -1.02 
 31.57,  -0.94,   1.41 
 31.59,  -3.70,   0.00 
 31.62,   0.49,   1.97 
 31.64,   0.00,   1.69 
 31.66,  -2.23,   0.00 
 31.68,   0.99,   0.99 
 31.70,   4.49,   2.00 
 31.72,   1.48,  -0.74 
 31.74,   5.97,  -5.02 
 31.76,   5.00,   0.95 
 31.79,   5.93,  -1.49 
 31.81,   5.59,   0.98 
 31.83,   8.71,   0.52 
 31.85,   9.18,   2.50 
 31.87,   9.76,   2.07 
 31.89,  11.02,   2.53 
 31.91,  11.31,  -0.70 
 31.94,  13.75,   4.58 
 31.96,  20.16,   1.69 
 31.98,  15.91,   1.04 
 32.00,  11.88,   0.91 
 32.02,   8.75,   2.59 
 32.04,   9.11,  -2.19 
 32.06,   4.85,   0.51 
 32.08,   3.83,  -3.38 
 32.11,   3.05,  -2.35 
 32.13,   1.39,   0.46 
 32.15,  -2.01,  -2.01 
 32.17, -12.83,  -1.70 
 32.19, -15.47,   0.77 
 32.21, -15.67,  -0.78 
 32.23, -20.88,   0.53 
 32.25, -21.29,  -1.34 
 32.28, -19.22,  -0.26 
 32.30, -19.44,  -0.78 
 32.32, -17.34,   0.00 
 32.34, -16.79,   0.52 
 32.36, -10.30,  -0.25 
 32.38, -10.19,  -0.50 
 32.40,  -6.04,   0.25 
 32.43,  -1.45,  -0.97 
 32.45,   1.90,  -0.24 
 32.47,  -4.66,   0.49 
 32.49,   0.24,   0.00 
 32.51,  -0.25,   1.01 
 32.53,   4.40,  -0.98 
 32.55,   6.82,  -0.49 
 32.57,   9.46,  -0.98 
 32.60,   7.00,  -0.26 
 32.62,  12.61,  -1.05 
 32.64,  17.98,   0.25 
 32.66,  16.39,  -0.72 
 32.68,  15.64,  -0.51 
 32.70,  17.33,   0.00 
 32.72,  16.17,   0.25 
 32.74,  16.92,   1.67 
 32.77,  18.29,  -2.16 
 32.79,  13.08,   0.00 
 32.81,  14.49,   2.43 
 32.83,  11.83,   0.45 
 32.85,   5.32,   0.23 
 32.87,   3.89,  -2.68 
 32.89,  -0.92,   2.06 
 32.92,  -6.23,   0.52 
 32.94, -24.07,  -3.33 
 32.96, -19.88,   1.88 
 32.98, -20.50,  -3.61 
 33.00, -22.92,   1.51 
 33.02, -22.12,  -1.83 
 33.04, -17.03,   1.29 
 33.06, -16.19,   0.53 
 33.09, -14.96,   1.58 
 33.11,  -5.06,   1.69 
 33.13, -10.01,   0.52 
 33.15,   0.50,  -0.50 
 33.17,   4.03,   3.03 
 33.19,  -5.94,   3.68 
 33.21,  14.53,  -2.92 
 33.24,  17.53,   0.00 
 33.26,  13.98,   3.44 
 33.28,  20.42,   0.00 
 33.30,  16.76, -33.43 
 33.32,  29.68,   3.56 
 33.34,  18.00,  -0.72 
 33.36,  18.36,  10.91 
 33.39,  -1.29,   2.91 
 33.41,   2.10,   3.27 
 33.43,   4.09,  -3.61 
 33.45,   4.59,   1.84 
 33.47,   3.14,   0.22 
 33.49,   5.09,  -0.46 
 33.51,   1.39,   0.23 
 33.53,  -0.26,   1.02 
 33.56,  -5.59,  -0.73 
 33.58,  -9.42,   0.26 
 33.60, -15.12,   2.32 
 33.62, -15.43,   1.56 
 33.64, -14.89,   2.66 
 33.66, -15.74,   0.00 
 33.68, -15.91,  -0.52 
 33.70, -17.08,   0.79 
 33.73, -15.03,  -0.27 
 33.75,  -8.03,  -0.73 
 33.77,  -3.91,  -0.24 
 33.79,  -3.22,   0.99 
 33.81,  -0.53,   0.27 
 33.83,   2.24,  -0.50 
 33.85,   4.14,   0.26 
 33.88,   9.38,  -1.25 
 33.90,  13.92,  -1.96 
 33.92,  18.64,  -2.73 
 33.94,  14.46,  23.60 
 33.96,  21.88,  -4.07 
 33.98,  17.65,  -0.47 
 34.00,  10.68,  -0.75 
 34.02,   2.91,  -7.96 
 34.05,   3.85,  -2.17 
 34.07,   7.30,  -2.60 
 34.09,   6.75,  -1.17 
 34.11,   3.88,  -0.49 
 34.13,   2.13,  -0.24 
 34.15,   0.24,  -0.98 
 34.17,  -2.82,  -0.94 
 34.19,  -5.54,  -1.45 
 34.22,  -8.37,   0.00 
 34.24, -16.98,   3.04 
 34.26, -16.60,   2.10 
 34.28, -17.66,  -3.70 
 34.30, -18.51,   0.51 
 34.32, -18.28,   0.26 
 34.34, -11.79,  -1.74 
 34.37, -14.71,   0.00 
 34.39,  -2.13,  -1.18 
 34.41,  -5.08,   0.25 
 34.43,   1.44,   0.96 
 34.45,  -0.77,   2.58 
 34.48,   1.26,   0.50 
 34.50,   8.06,   3.44 
 34.52,   7.30,  -0.56 
 34.55,  15.88,  -1.48 
 34.57,  16.88,  -0.24 
 34.59,  24.08,  13.56 
 34.61,  14.49, -14.49 
 34.63,  18.99,  -1.58 
 34.65,  18.73,  -0.25 
 34.67,   5.33,  -2.43 
 34.69,   4.36,  -2.18 
 34.72,   3.28,  -5.38 
 34.74,   0.92,  -2.76 
 34.76,   3.24,  -4.97 
 34.78,   2.26,  -1.13 
 34.80,  -0.23,  -3.01 
 34.82,  -3.86,  -2.90 
 34.85, -11.50,  -1.24 
 34.87, -15.62,  -2.71 
 34.89, -20.50,   4.01 
 34.91, -16.61,   2.76 
 34.93, -18.59,  -1.32 
 34.95, -18.43,   0.25 
 34.97, -15.06,   0.51 
 35.00, -10.44,   0.25 
 35.02,  -7.28,  -0.73 
 35.04,  -5.46,   1.74 
 35.06,  -2.96,   1.73 
 35.08,  -2.71,   0.74 
 35.10,  -1.48,  -1.23 
 35.12,  -0.50,  -0.50 
 35.14,   2.47,  -0.25 
 35.17,   4.89,   0.24 
 35.19,   6.61,  -1.48 
 35.21,   8.38,  -1.02 
 35.23,  12.90,   0.76 
 35.25,   8.67,  -0.49 
 35.27,  11.82,  -0.48 
 35.29,   9.22,   0.49 
 35.32,   8.64,  -0.73 
 35.34,   8.37,   2.65 
 35.36,   7.80,   4.74 
 35.38,   6.58,   3.08 
 35.40,   4.78,   2.02 
 35.42,   2.75,  -1.60 
 35.44,   0.00,  -2.13 
